sample_id,reference,file_type,s3_path
HG02723,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/variant_calls/CHM13v2/merged/HG02723.CHM13v2.autosomes.merged.vcf.gz
HG02723,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/variant_calls/CHM13v2/merged/HG02723.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02723,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/variant_calls/GRCh38_no_alt/merged/HG02723.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02723,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02723/variant_calls/GRCh38_no_alt/merged/HG02723.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02735,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/variant_calls/CHM13v2/merged/HG02735.CHM13v2.autosomes.merged.vcf.gz
HG02735,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/variant_calls/CHM13v2/merged/HG02735.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02735,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/variant_calls/GRCh38_no_alt/merged/HG02735.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02735,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02735/variant_calls/GRCh38_no_alt/merged/HG02735.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02738,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/variant_calls/CHM13v2/merged/HG02738.CHM13v2.autosomes.merged.vcf.gz
HG02738,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/variant_calls/CHM13v2/merged/HG02738.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02738,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/variant_calls/GRCh38_no_alt/merged/HG02738.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02738,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02738/variant_calls/GRCh38_no_alt/merged/HG02738.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02809,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/variant_calls/CHM13v2/merged/HG02809.CHM13v2.autosomes.merged.vcf.gz
HG02809,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/variant_calls/CHM13v2/merged/HG02809.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02809,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/variant_calls/GRCh38_no_alt/merged/HG02809.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02809,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02809/variant_calls/GRCh38_no_alt/merged/HG02809.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02818,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/variant_calls/CHM13v2/merged/HG02818.CHM13v2.autosomes.merged.vcf.gz
HG02818,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/variant_calls/CHM13v2/merged/HG02818.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02818,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/variant_calls/GRCh38_no_alt/merged/HG02818.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02818,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02818/variant_calls/GRCh38_no_alt/merged/HG02818.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02841,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/variant_calls/CHM13v2/merged/HG02841.CHM13v2.autosomes.merged.vcf.gz
HG02841,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/variant_calls/CHM13v2/merged/HG02841.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02841,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/variant_calls/GRCh38_no_alt/merged/HG02841.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02841,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02841/variant_calls/GRCh38_no_alt/merged/HG02841.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02886,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/variant_calls/CHM13v2/merged/HG02886.CHM13v2.autosomes.merged.vcf.gz
HG02886,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/variant_calls/CHM13v2/merged/HG02886.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02886,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/variant_calls/GRCh38_no_alt/merged/HG02886.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02886,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02886/variant_calls/GRCh38_no_alt/merged/HG02886.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02922,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/variant_calls/CHM13v2/merged/HG02922.CHM13v2.autosomes.merged.vcf.gz
HG02922,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/variant_calls/CHM13v2/merged/HG02922.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02922,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/variant_calls/GRCh38_no_alt/merged/HG02922.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02922,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02922/variant_calls/GRCh38_no_alt/merged/HG02922.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02965,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/variant_calls/CHM13v2/merged/HG02965.CHM13v2.autosomes.merged.vcf.gz
HG02965,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/variant_calls/CHM13v2/merged/HG02965.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02965,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/variant_calls/GRCh38_no_alt/merged/HG02965.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02965,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02965/variant_calls/GRCh38_no_alt/merged/HG02965.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02976,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02976/variant_calls/CHM13v2/merged/HG02976.CHM13v2.autosomes.merged.vcf.gz
HG02976,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02976/variant_calls/CHM13v2/merged/HG02976.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02976,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02976/variant_calls/GRCh38_no_alt/merged/HG02976.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02976,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02976/variant_calls/GRCh38_no_alt/merged/HG02976.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02984,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02984/variant_calls/CHM13v2/merged/HG02984.CHM13v2.autosomes.merged.vcf.gz
HG02984,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02984/variant_calls/CHM13v2/merged/HG02984.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02984,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02984/variant_calls/GRCh38_no_alt/merged/HG02984.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02984,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02984/variant_calls/GRCh38_no_alt/merged/HG02984.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03017,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03017/variant_calls/CHM13v2/merged/HG03017.CHM13v2.autosomes.merged.vcf.gz
HG03017,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03017/variant_calls/CHM13v2/merged/HG03017.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03017,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03017/variant_calls/GRCh38_no_alt/merged/HG03017.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03017,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03017/variant_calls/GRCh38_no_alt/merged/HG03017.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03041,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03041/variant_calls/CHM13v2/merged/HG03041.CHM13v2.autosomes.merged.vcf.gz
HG03041,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03041/variant_calls/CHM13v2/merged/HG03041.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03041,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03041/variant_calls/GRCh38_no_alt/merged/HG03041.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03041,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03041/variant_calls/GRCh38_no_alt/merged/HG03041.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03050,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03050/variant_calls/CHM13v2/merged/HG03050.CHM13v2.autosomes.merged.vcf.gz
HG03050,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03050/variant_calls/CHM13v2/merged/HG03050.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03050,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03050/variant_calls/GRCh38_no_alt/merged/HG03050.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03050,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03050/variant_calls/GRCh38_no_alt/merged/HG03050.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03098,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03098/variant_calls/CHM13v2/merged/HG03098.CHM13v2.autosomes.merged.vcf.gz
HG03098,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03098/variant_calls/CHM13v2/merged/HG03098.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03098,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03098/variant_calls/GRCh38_no_alt/merged/HG03098.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03098,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03098/variant_calls/GRCh38_no_alt/merged/HG03098.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03130,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03130/variant_calls/CHM13v2/merged/HG03130.CHM13v2.autosomes.merged.vcf.gz
HG03130,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03130/variant_calls/CHM13v2/merged/HG03130.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03130,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03130/variant_calls/GRCh38_no_alt/merged/HG03130.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03130,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03130/variant_calls/GRCh38_no_alt/merged/HG03130.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03139,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03139/variant_calls/CHM13v2/merged/HG03139.CHM13v2.autosomes.merged.vcf.gz
HG03139,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03139/variant_calls/CHM13v2/merged/HG03139.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03139,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03139/variant_calls/GRCh38_no_alt/merged/HG03139.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03139,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03139/variant_calls/GRCh38_no_alt/merged/HG03139.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03195,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03195/variant_calls/CHM13v2/merged/HG03195.CHM13v2.autosomes.merged.vcf.gz
HG03195,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03195/variant_calls/CHM13v2/merged/HG03195.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03195,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03195/variant_calls/GRCh38_no_alt/merged/HG03195.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03195,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03195/variant_calls/GRCh38_no_alt/merged/HG03195.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03209,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03209/variant_calls/CHM13v2/merged/HG03209.CHM13v2.autosomes.merged.vcf.gz
HG03209,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03209/variant_calls/CHM13v2/merged/HG03209.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03209,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03209/variant_calls/GRCh38_no_alt/merged/HG03209.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03209,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03209/variant_calls/GRCh38_no_alt/merged/HG03209.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03225,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03225/variant_calls/CHM13v2/merged/HG03225.CHM13v2.autosomes.merged.vcf.gz
HG03225,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03225/variant_calls/CHM13v2/merged/HG03225.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03225,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03225/variant_calls/GRCh38_no_alt/merged/HG03225.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03225,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03225/variant_calls/GRCh38_no_alt/merged/HG03225.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03239,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03239/variant_calls/CHM13v2/merged/HG03239.CHM13v2.autosomes.merged.vcf.gz
HG03239,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03239/variant_calls/CHM13v2/merged/HG03239.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03239,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03239/variant_calls/GRCh38_no_alt/merged/HG03239.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03239,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03239/variant_calls/GRCh38_no_alt/merged/HG03239.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03270,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03270/variant_calls/CHM13v2/merged/HG03270.CHM13v2.autosomes.merged.vcf.gz
HG03270,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03270/variant_calls/CHM13v2/merged/HG03270.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03270,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03270/variant_calls/GRCh38_no_alt/merged/HG03270.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03270,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03270/variant_calls/GRCh38_no_alt/merged/HG03270.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03369,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03369/variant_calls/CHM13v2/merged/HG03369.CHM13v2.autosomes.merged.vcf.gz
HG03369,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03369/variant_calls/CHM13v2/merged/HG03369.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03369,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03369/variant_calls/GRCh38_no_alt/merged/HG03369.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03369,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03369/variant_calls/GRCh38_no_alt/merged/HG03369.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03453,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03453/variant_calls/CHM13v2/merged/HG03453.CHM13v2.autosomes.merged.vcf.gz
HG03453,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03453/variant_calls/CHM13v2/merged/HG03453.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03453,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03453/variant_calls/GRCh38_no_alt/merged/HG03453.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03453,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03453/variant_calls/GRCh38_no_alt/merged/HG03453.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG03470,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03470/variant_calls/CHM13v2/merged/HG03470.CHM13v2.autosomes.merged.vcf.gz
HG03470,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03470/variant_calls/CHM13v2/merged/HG03470.CHM13v2.autosomes.merged.vcf.gz.tbi
HG03470,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03470/variant_calls/GRCh38_no_alt/merged/HG03470.GRCh38_no_alt.autosomes.merged.vcf.gz
HG03470,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG03470/variant_calls/GRCh38_no_alt/merged/HG03470.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
