sample_id,reference,file_type,s3_path
HG01358,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01358/variant_calls/GRCh38_no_alt/merged/HG01358.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01361,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01361/variant_calls/CHM13v2/merged/HG01361.CHM13v2.autosomes.merged.vcf.gz
HG01361,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01361/variant_calls/CHM13v2/merged/HG01361.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01361,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01361/variant_calls/GRCh38_no_alt/merged/HG01361.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01361,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01361/variant_calls/GRCh38_no_alt/merged/HG01361.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01433,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01433/variant_calls/CHM13v2/merged/HG01433.CHM13v2.autosomes.merged.vcf.gz
HG01433,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01433/variant_calls/CHM13v2/merged/HG01433.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01433,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01433/variant_calls/GRCh38_no_alt/merged/HG01433.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01433,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01433/variant_calls/GRCh38_no_alt/merged/HG01433.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01496,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01496/variant_calls/CHM13v2/merged/HG01496.CHM13v2.autosomes.merged.vcf.gz
HG01496,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01496/variant_calls/CHM13v2/merged/HG01496.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01496,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01496/variant_calls/GRCh38_no_alt/merged/HG01496.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01496,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01496/variant_calls/GRCh38_no_alt/merged/HG01496.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01530,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01530/variant_calls/CHM13v2/merged/HG01530.CHM13v2.autosomes.merged.vcf.gz
HG01530,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01530/variant_calls/CHM13v2/merged/HG01530.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01530,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01530/variant_calls/GRCh38_no_alt/merged/HG01530.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01530,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01530/variant_calls/GRCh38_no_alt/merged/HG01530.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01784,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01784/variant_calls/CHM13v2/merged/HG01784.CHM13v2.autosomes.merged.vcf.gz
HG01784,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01784/variant_calls/CHM13v2/merged/HG01784.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01784,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01784/variant_calls/GRCh38_no_alt/merged/HG01784.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01784,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01784/variant_calls/GRCh38_no_alt/merged/HG01784.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01786,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01786/variant_calls/CHM13v2/merged/HG01786.CHM13v2.autosomes.merged.vcf.gz
HG01786,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01786/variant_calls/CHM13v2/merged/HG01786.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01786,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01786/variant_calls/GRCh38_no_alt/merged/HG01786.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01786,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01786/variant_calls/GRCh38_no_alt/merged/HG01786.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01884,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01884/variant_calls/CHM13v2/merged/HG01884.CHM13v2.autosomes.merged.vcf.gz
HG01884,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01884/variant_calls/CHM13v2/merged/HG01884.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01884,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01884/variant_calls/GRCh38_no_alt/merged/HG01884.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01884,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01884/variant_calls/GRCh38_no_alt/merged/HG01884.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01891,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/variant_calls/CHM13v2/merged/HG01891.CHM13v2.autosomes.merged.vcf.gz
HG01891,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/variant_calls/CHM13v2/merged/HG01891.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01891,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/variant_calls/GRCh38_no_alt/merged/HG01891.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01891,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01891/variant_calls/GRCh38_no_alt/merged/HG01891.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01928,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/variant_calls/CHM13v2/merged/HG01928.CHM13v2.autosomes.merged.vcf.gz
HG01928,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/variant_calls/CHM13v2/merged/HG01928.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01928,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/variant_calls/GRCh38_no_alt/merged/HG01928.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01928,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01928/variant_calls/GRCh38_no_alt/merged/HG01928.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01934,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/variant_calls/CHM13v2/merged/HG01934.CHM13v2.autosomes.merged.vcf.gz
HG01934,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/variant_calls/CHM13v2/merged/HG01934.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01934,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/variant_calls/GRCh38_no_alt/merged/HG01934.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01934,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01934/variant_calls/GRCh38_no_alt/merged/HG01934.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01940,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/variant_calls/CHM13v2/merged/HG01940.CHM13v2.autosomes.merged.vcf.gz
HG01940,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/variant_calls/CHM13v2/merged/HG01940.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01940,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/variant_calls/GRCh38_no_alt/merged/HG01940.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01940,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01940/variant_calls/GRCh38_no_alt/merged/HG01940.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01943,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/variant_calls/CHM13v2/merged/HG01943.CHM13v2.autosomes.merged.vcf.gz
HG01943,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/variant_calls/CHM13v2/merged/HG01943.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01943,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/variant_calls/GRCh38_no_alt/merged/HG01943.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01943,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01943/variant_calls/GRCh38_no_alt/merged/HG01943.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01952,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/variant_calls/CHM13v2/merged/HG01952.CHM13v2.autosomes.merged.vcf.gz
HG01952,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/variant_calls/CHM13v2/merged/HG01952.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01952,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/variant_calls/GRCh38_no_alt/merged/HG01952.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01952,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01952/variant_calls/GRCh38_no_alt/merged/HG01952.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01960,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/variant_calls/CHM13v2/merged/HG01960.CHM13v2.autosomes.merged.vcf.gz
HG01960,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/variant_calls/CHM13v2/merged/HG01960.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01960,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/variant_calls/GRCh38_no_alt/merged/HG01960.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01960,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01960/variant_calls/GRCh38_no_alt/merged/HG01960.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01969,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/variant_calls/CHM13v2/merged/HG01969.CHM13v2.autosomes.merged.vcf.gz
HG01969,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/variant_calls/CHM13v2/merged/HG01969.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01969,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/variant_calls/GRCh38_no_alt/merged/HG01969.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01969,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01969/variant_calls/GRCh38_no_alt/merged/HG01969.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01975,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/variant_calls/CHM13v2/merged/HG01975.CHM13v2.autosomes.merged.vcf.gz
HG01975,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/variant_calls/CHM13v2/merged/HG01975.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01975,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/variant_calls/GRCh38_no_alt/merged/HG01975.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01975,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01975/variant_calls/GRCh38_no_alt/merged/HG01975.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01978,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/variant_calls/CHM13v2/merged/HG01978.CHM13v2.autosomes.merged.vcf.gz
HG01978,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/variant_calls/CHM13v2/merged/HG01978.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01978,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/variant_calls/GRCh38_no_alt/merged/HG01978.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01978,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01978/variant_calls/GRCh38_no_alt/merged/HG01978.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01981,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/variant_calls/CHM13v2/merged/HG01981.CHM13v2.autosomes.merged.vcf.gz
HG01981,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/variant_calls/CHM13v2/merged/HG01981.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01981,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/variant_calls/GRCh38_no_alt/merged/HG01981.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01981,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01981/variant_calls/GRCh38_no_alt/merged/HG01981.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG01993,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/variant_calls/CHM13v2/merged/HG01993.CHM13v2.autosomes.merged.vcf.gz
HG01993,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/variant_calls/CHM13v2/merged/HG01993.CHM13v2.autosomes.merged.vcf.gz.tbi
HG01993,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/variant_calls/GRCh38_no_alt/merged/HG01993.GRCh38_no_alt.autosomes.merged.vcf.gz
HG01993,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG01993/variant_calls/GRCh38_no_alt/merged/HG01993.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02004,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/variant_calls/CHM13v2/merged/HG02004.CHM13v2.autosomes.merged.vcf.gz
HG02004,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/variant_calls/CHM13v2/merged/HG02004.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02004,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/variant_calls/GRCh38_no_alt/merged/HG02004.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02004,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02004/variant_calls/GRCh38_no_alt/merged/HG02004.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02015,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/variant_calls/CHM13v2/merged/HG02015.CHM13v2.autosomes.merged.vcf.gz
HG02015,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/variant_calls/CHM13v2/merged/HG02015.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02015,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/variant_calls/GRCh38_no_alt/merged/HG02015.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02015,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02015/variant_calls/GRCh38_no_alt/merged/HG02015.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02027,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/variant_calls/CHM13v2/merged/HG02027.CHM13v2.autosomes.merged.vcf.gz
HG02027,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/variant_calls/CHM13v2/merged/HG02027.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02027,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/variant_calls/GRCh38_no_alt/merged/HG02027.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02027,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02027/variant_calls/GRCh38_no_alt/merged/HG02027.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02040,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/variant_calls/CHM13v2/merged/HG02040.CHM13v2.autosomes.merged.vcf.gz
HG02040,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/variant_calls/CHM13v2/merged/HG02040.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02040,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/variant_calls/GRCh38_no_alt/merged/HG02040.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02040,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02040/variant_calls/GRCh38_no_alt/merged/HG02040.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02055,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/variant_calls/CHM13v2/merged/HG02055.CHM13v2.autosomes.merged.vcf.gz
HG02055,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/variant_calls/CHM13v2/merged/HG02055.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02055,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/variant_calls/GRCh38_no_alt/merged/HG02055.GRCh38_no_alt.autosomes.merged.vcf.gz
HG02055,GRCh38_no_alt,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02055/variant_calls/GRCh38_no_alt/merged/HG02055.GRCh38_no_alt.autosomes.merged.vcf.gz.tbi
HG02056,CHM13v2,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/variant_calls/CHM13v2/merged/HG02056.CHM13v2.autosomes.merged.vcf.gz
HG02056,CHM13v2,TBI,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/variant_calls/CHM13v2/merged/HG02056.CHM13v2.autosomes.merged.vcf.gz.tbi
HG02056,GRCh38_no_alt,VCF,s3://human-pangenomics/submissions/40399FDD-59DE-43D1-B3A3-DFF0C6E64FAC--YALE_VARIANT_CALLS_R2/samples/HG02056/variant_calls/GRCh38_no_alt/merged/HG02056.GRCh38_no_alt.autosomes.merged.vcf.gz
